Date,up,down,sum,ma150_changes
2022-06-09,20,479,-459,-4.12
2022-06-10,34,464,-430,-6.46
2022-06-13,4,495,-491,-10.7
2022-06-14,171,326,-155,-12.086666666666666
2022-06-15,392,105,287,-10.186666666666667
2022-06-16,14,485,-471,-12.546666666666667
2022-06-17,288,209,79,-12.466666666666667
2022-06-21,438,61,377,-10.893333333333333
2022-06-22,251,246,5,-11.226666666666667
2022-06-23,328,170,158,-10.226666666666667
2022-06-24,479,19,460,-6.04
2022-06-27,235,260,-25,-5.08
2022-06-28,67,431,-364,-6.493333333333333
2022-06-29,201,297,-96,-7.54
2022-06-30,161,338,-177,-9.6
2022-07-01,426,72,354,-7.1866666666666665
2022-07-05,210,289,-79,-4.84
2022-07-06,273,223,50,-5.726666666666667
2022-07-07,392,106,286,-0.58
2022-07-08,162,333,-171,0.2866666666666667
2022-07-11,131,364,-233,-3.986666666666667
2022-07-12,166,331,-165,-4.366666666666666
2022-07-13,151,347,-196,-7.966666666666667
2022-07-14,147,351,-204,-11.786666666666667
2022-07-15,465,32,433,-9.68
2022-07-18,167,331,-164,-9.0
2022-07-19,489,10,479,-7.253333333333333
2022-07-20,338,158,180,-5.1
2022-07-21,361,135,226,-2.3533333333333335
2022-07-22,185,310,-125,-5.1866666666666665
2022-07-25,295,200,95,-4.8
2022-07-26,182,315,-133,-4.066666666666666
2022-07-27,429,70,359,0.64
2022-07-28,404,94,310,0.4266666666666667
2022-07-29,381,116,265,0.23333333333333334
2022-08-01,219,277,-58,-2.04
2022-08-02,116,382,-266,-6.513333333333334
2022-08-03,391,107,284,-5.386666666666667
2022-08-04,233,263,-30,-6.746666666666667
2022-08-05,281,215,66,-5.34
2022-08-08,315,180,135,-4.8533333333333335
2022-08-09,223,274,-51,-5.153333333333333
2022-08-10,463,34,429,-3.4133333333333336
2022-08-11,296,202,94,-0.7866666666666666
2022-08-12,470,28,442,1.8333333333333333
2022-08-15,293,204,89,2.6
2022-08-16,318,179,139,4.36
2022-08-17,105,393,-288,0.7866666666666666
2022-08-18,305,188,117,0.96
2022-08-19,79,419,-340,-0.88
2022-08-22,22,476,-454,-3.44
2022-08-23,195,299,-104,-1.56
2022-08-24,352,145,207,1.62
2022-08-25,462,37,425,6.666666666666667
2022-08-26,8,491,-483,5.486666666666666
2022-08-29,139,360,-221,3.14
2022-08-30,64,435,-371,2.3933333333333335
2022-08-31,85,412,-327,1.56
2022-09-01,284,211,73,2.9266666666666667
2022-09-02,85,412,-327,-1.6866666666666668
2022-09-06,187,311,-124,-4.8
2022-09-07,472,26,446,-3.02
2022-09-08,375,121,254,-2.953333333333333
2022-09-09,449,48,401,1.8133333333333332
2022-09-12,422,76,346,4.6
2022-09-13,4,495,-491,1.2733333333333334
2022-09-14,223,273,-50,-0.76
2022-09-15,140,354,-214,-4.506666666666667
2022-09-16,135,361,-226,-3.5533333333333332
2022-09-19,379,118,261,0.15333333333333332
2022-09-20,31,468,-437,-0.88
2022-09-21,31,466,-435,-5.706666666666667
2022-09-22,88,411,-323,-8.54
2022-09-23,64,435,-371,-8.646666666666667
2022-09-26,42,456,-414,-10.38
2022-09-27,193,303,-110,-9.353333333333333
2022-09-28,484,14,470,-3.7066666666666666
2022-09-29,39,460,-421,-7.42
2022-09-30,82,417,-335,-12.78
2022-10-03,485,13,472,-8.173333333333334
2022-10-04,493,6,487,-2.9133333333333336
2022-10-05,177,321,-144,-6.693333333333333
2022-10-06,85,414,-329,-8.86
2022-10-07,28,471,-443,-11.113333333333333
2022-10-10,189,307,-118,-9.493333333333334
2022-10-11,201,296,-95,-9.426666666666666
2022-10-12,155,342,-187,-12.866666666666667
2022-10-13,465,33,432,-9.2
2022-10-14,28,470,-442,-10.066666666666666
2022-10-17,474,25,449,-6.64
2022-10-18,446,51,395,-6.573333333333333
2022-10-19,117,380,-263,-10.506666666666666
2022-10-20,114,384,-270,-14.526666666666667
2022-10-21,468,31,437,-12.913333333333334
2022-10-24,409,86,323,-9.96
2022-10-25,445,53,392,-8.746666666666666
2022-10-26,283,212,71,-6.2
2022-10-27,280,219,61,-8.32
2022-10-28,450,49,401,-7.36
2022-10-31,150,347,-197,-9.42
2022-11-01,281,216,65,-11.393333333333333
2022-11-02,29,469,-440,-13.4
2022-11-03,203,295,-92,-11.62
2022-11-04,397,102,295,-10.78
2022-11-07,368,131,237,-9.173333333333334
2022-11-08,353,144,209,-6.38
2022-11-09,40,459,-419,-8.793333333333333
2022-11-10,483,16,467,-6.0
2022-11-11,313,185,128,-5.406666666666666
2022-11-14,104,392,-288,-5.533333333333333
2022-11-15,378,120,258,-3.1866666666666665
2022-11-16,155,343,-188,-6.453333333333333
2022-11-17,169,329,-160,-6.513333333333334
2022-11-18,386,112,274,-3.986666666666667
2022-11-21,267,232,35,-6.333333333333333
2022-11-22,442,52,390,-5.446666666666666
2022-11-23,354,142,212,-1.9066666666666667
2022-11-25,344,151,193,2.533333333333333
2022-11-28,37,462,-425,-0.8
2022-11-29,275,221,54,2.486666666666667
2022-11-30,475,22,453,5.246666666666667
2022-12-01,255,240,15,2.86
2022-12-02,243,252,-9,5.94
2022-12-05,28,471,-443,2.72
2022-12-06,103,396,-293,-0.7533333333333333
2022-12-07,221,275,-54,-4.12
2022-12-08,351,146,205,0.32666666666666666
2022-12-09,113,384,-271,-0.19333333333333333
2022-12-12,464,33,431,5.046666666666667
2022-12-13,345,149,196,6.88
2022-12-14,136,362,-226,7.0
2022-12-15,29,470,-441,3.54
2022-12-16,82,417,-335,-1.4733333333333334
2022-12-19,108,389,-281,-2.62
2022-12-20,268,228,40,-5.026666666666666
2022-12-21,463,36,427,1.04
2022-12-22,86,409,-323,-0.76
2022-12-23,416,83,333,0.9266666666666666
2022-12-27,307,191,116,-0.56
2022-12-28,26,471,-445,-2.96
2022-12-29,474,26,448,-1.6333333333333333
2022-12-30,132,365,-233,-5.806666666666667
2023-01-03,263,234,29,-8.653333333333334
2023-01-04,420,79,341,-4.366666666666666
2023-01-05,118,382,-264,-4.12
2023-01-06,476,24,452,-3.473333333333333
2023-01-09,258,240,18,-0.9533333333333334
2023-01-10,368,129,239,-0.17333333333333334
2023-01-11,403,96,307,-0.3933333333333333
2023-01-12,279,219,60,2.6733333333333333
2023-01-13,308,189,119,6.526666666666666
2023-01-17,189,306,-117,8.613333333333333
2023-01-18,53,447,-394,9.26
2023-01-19,114,384,-270,8.493333333333334
2023-01-20,458,42,416,9.353333333333333
2023-01-23,391,108,283,14.38
2023-01-24,226,270,-44,13.56
2023-01-25,283,214,69,11.506666666666666
2023-01-26,362,135,227,12.986666666666666
2023-01-27,263,235,28,12.12
2023-01-30,101,397,-296,7.08
2023-01-31,467,32,435,10.146666666666667
2023-02-01,365,133,232,14.12
2023-02-02,326,171,155,15.793333333333333
2023-02-03,105,393,-288,15.053333333333333
2023-02-06,152,347,-195,11.393333333333333
2023-02-07,348,150,198,13.24
2023-02-08,106,393,-287,10.993333333333334
2023-02-09,115,383,-268,7.3
2023-02-10,313,186,127,9.286666666666667
2023-02-13,446,54,392,13.453333333333333
2023-02-14,168,327,-159,13.493333333333334
2023-02-15,332,166,166,15.906666666666666
2023-02-16,74,425,-351,14.926666666666666
2023-02-17,256,243,13,12.126666666666667
2023-02-21,36,464,-428,10.366666666666667
2023-02-22,204,294,-90,6.573333333333333
2023-02-23,308,189,119,6.166666666666667
2023-02-24,106,392,-286,2.7533333333333334
2023-02-27,257,240,17,3.7
2023-02-28,199,298,-99,2.4066666666666667
2023-03-01,183,317,-134,2.4
2023-03-02,380,117,263,1.76
